Tweets,Subjectivity,Polarity,Analysis
So quick to suspend my account for a week over something so minuscule yet   is allowing ,0.5,0.3333333333333333,Positive
Twitter is now in the very early stages of maybe adding a \subscription service\ according to  . Twitter Nitro???,0.39,0.13,Positive
"Twitter is actively exploring additional ways to make money from its users, including by considering a subscription ",0.6,-0.13333333333333333,Negative
  made sure I saw 3 because I get inappropriately heated about the topic. It brings me immense j ,0.9444444444444444,0.25,Positive
 I gonna tell my kids this is  ,0.0,0.0,Neutral
CNews Twitter considers subscription option as revenue drops - Twitter is exploring extra ways to make money from i ,0.1,0.0,Neutral
Let me know if you see this truth please...  is a P17. He's taking down our favorite  Anon to cover up t ,0.6444444444444445,0.17222222222222222,Positive
"  Christ, that's funny. Nothing better that tin pot revolutionary willing to defend the he ",0.75,0.3333333333333333,Positive
I LOVE TWITTER. JACK DORSEY IS WONDERFUL. TWITTER IS FAIR&amp; BALANCED. THEY LOVE AMERICA. LET SEE IF I CAN GET MY 3 ,0.7333333333333334,0.6666666666666666,Positive
Rep. Jordan Invites Twitter CEO   to Testify Monday - Sara A. Carter ,0.0,0.0,Neutral
  sent a teaspoon of his fascist friends to Sir Gary Lineker to protect him from dozing off,0.0,0.0,Neutral
Is this what BlackLivesMatter is?\n\nAnd why   supplies explicitly racist and explicitly Marxist Black Li ,0.43333333333333335,-0.16666666666666666,Negative
Let   know We've had enough and we won't take it anymore.,0.5,0.0,Neutral
  Says Twitter Feels  After Massive Bitcoin Hacking Scandal - Forbes ,1.0,0.0,Neutral
  Says Twitter Feels  After Massive Bitcoin Hacking Scandal via  ,1.0,0.0,Neutral
"Sorry, , But No One Is Going To Pay To Use Twitter --&gt;  much would you pay to use T ",0.6,-0.15,Negative
    dunking on you is going to be very amusing,1.0,0.78,Positive
Stephen Colbert roasts Twitter and   over crypto scam hack\nThe biggest news on Wednesday was the Twitter ,0.0,0.0,Neutral
  Says Twitter Feels  After Massive Bitcoin Hacking Scandal  ,1.0,0.0,Neutral
Twitter CEO   Subscription Feature Would Have 'Really High Bar' ,0.5399999999999999,0.16,Positive
Is  $TWTR CEO   colluding w under  criminal investigation  $TSLA CEO ,0.55,-0.4,Negative
\  is exploring a way to lower Twitter's user base.\\n\nFixed. ,0.0,0.0,Neutral
     is gonna eat a bucket of poop on C-SPAN lmfao,0.0,0.0,Neutral
Does   run politifact too? ,0.0,0.0,Neutral
People  is pure comedy. How is this app free??\n\n   ,0.5,0.21428571428571427,Positive
"Oh boy, I can wait until   rolls out the Pay-Per-Dril model of Twitter.",0.0,0.0,Neutral
  confirms twitter is exploring ending twitter ,0.0,0.0,Neutral
 I suspect   will be added to the list of explorers who never returned.,0.0,0.0,Neutral
"CEO   reportedly revealed the plans during a routine Guardia Civil inspection in Alicante, Spain.",0.0,0.0,Neutral
"_fox9   will never allow   to come to Capitol Hill, especially since ",1.0,0.0,Neutral
I like  . Not reading any articles of him frowning as the cover  ,0.0,0.0,Neutral
 tweets never no away...wonder what you have on   to make him want ,0.0,0.0,Neutral
lenutaa_mirceaa/2020/  Says Twitter Feels  After Massive Bitcoin Hacking Scandal via  ,1.0,0.0,Neutral
Twitter CEO   says he is considering asking users to pay for 'aspects' of the social network - (We) Are T ,0.06666666666666667,0.03333333333333333,Positive
 we ACTUALLY own this app. like   who??,1.0,0.6,Positive
"   _urbanite    Yes, but firstly,  ",0.3333333333333333,0.25,Positive
 i hope   walks on stage and announces he is deleting twitter for $666 million dollars,0.0,0.0,Neutral
"Twitter Daily Users Rise to 186 Million, CEO   Also Addresses Hack of High-Profile ",0.0,0.0,Neutral
"Twitter Daily Users Rise to 186 Million, CEO   Also Addresses Hack of High-Profile ",0.0,0.0,Neutral
  is exploring the idea of of a subscription to use Twitter! \n\nWould you pay a subscription to be on Twitter? ,0.0,0.0,Neutral
JACK DORSEY YOU BETTER NOT TURN TWITTER INTO A SUBSCRIPTION BC IF YOU DO OMFG,0.5,0.5,Positive
"*static*   to the principal office, please. ",0.9,0.5,Positive
Sporting the black block look? Imagine being a multibillionaire and looking like u can't afford soap. ,0.43333333333333335,-0.16666666666666666,Negative
 I used to get every one of your tweets Me President. Now I literally have to type your name to fin ,0.0,0.0,Neutral
"Twitter CEO   will *NOT* testify Monday, but the company has offered the committee a briefing in lieu of ",0.0,0.0,Neutral
JACK DORSEY IS A PEDO,0.0,0.0,Neutral
"   _urbanite    Hi,   donated ",0.0,0.0,Neutral
Oh joy. Soon you be able to pay for access to this hell site. \n,0.4125,0.65,Positive
Name. -Twitter\n\nYear-  2010\n\nFounder -  ,0.0,0.0,Neutral
Binney &amp; Sullivan An Open Letter Challenge To Twitter CEO   On Censorship | Zero Hedge ,0.5,0.0,Neutral
If   wants to kill the app then definitely make a subscription option. ,0.3,0.1,Positive
"  is mostly known for being in charge of Twitter but the other company he founded and is CEO of, the fina ",0.4375,0.1875,Positive
Earnings News Twitter CEO   Subscription Feature Would Have 'Really High Bar'  ,0.5399999999999999,0.16,Positive
  Says Twitter Feels 'Terrible' After Massive Bitcoin Hacking Scandal ,1.0,-0.5,Negative
 You are gonna make   so mad ,1.0,-0.625,Negative
  confirms Twitter will become MySpace 2 Tumblr reloaded ,0.0,0.0,Neutral
 Be careful. If ole   hears that he will shut you down....lol ,1.0,-0.1,Negative
So Twitter is exploring new ways of making money by considering a subscription model.   and his team shou ,0.45454545454545453,0.13636363636363635,Positive
 I always knew   robots would replace me,0.0,0.0,Neutral
  Looks like   missed one,0.0,0.0,Neutral
"Twitter (TWTR) is actively exploring additional ways to make money from its users, including by considering a subsc ",0.6,-0.13333333333333333,Negative
    LOL!\nAn invitation to join Congress in a discussion is not the s ,0.0,0.0,Neutral
"  What's the difference between  lying on twitter vs lying to your face, not like congress ",0.0,0.0,Neutral
also this pic of   looks like dark universe zac efron,0.4,-0.15,Negative
"  turning off his dm was a direct slight against me. ie poo, turn them back on... ",0.18888888888888888,-0.022222222222222216,Negative
  Says Twitter Feels  After Massive Bitcoin Hacking Scandal - Forbes ,1.0,0.0,Neutral
minorsextrafficking |   Says Twitter Feels  After Massive Bitcoin Hacking ,1.0,0.0,Neutral
minorsextrafficking |   Says Twitter Feels  After Massive Bitcoin Hacking ,1.0,0.0,Neutral
"\Twitter HR,may I help you?\\n\Yeah,this is  \\n\Hello Mr !\\n\Listen lady, we don't have much time-ne ",0.2,0.2,Positive
"   confirms he's tired of running Twitter, and exploring easy ways to Tumblr the community",0.7666666666666666,0.016666666666666663,Positive
  not  Dora the explorer. He should simply stop exploring  ,0.35714285714285715,0.0,Neutral
\nBet he does ,0.0,0.0,Neutral
  is talking about Twitter Premium Subscription.\nMe After Suscribing for Premium and I tweet and get onl ,0.0,0.0,Neutral
  Says Twitter Feels  After Massive Bitcoin Hacking Scandal ,1.0,0.0,Neutral
Twitter CEO   confirmed the social media platform is exploring a subscription model in a call with analys ,0.5333333333333333,0.21666666666666667,Positive
   at least you have tried to be an honest and fair business man not a questionable greedy ceo.,0.8,0.3125,Positive
  Says Twitter Feels  After Massive Bitcoin Hacking Scandal  ,1.0,0.0,Neutral
  Says Twitter Feels  After Massive Bitcoin Hacking Scandal  ,1.0,0.0,Neutral
  Says Twitter Feels  After Massive Bitcoin Hacking Scandal  ,1.0,0.0,Neutral
_Iga You know.   should do sth.,0.0,0.0,Neutral
  Says Twitter Feels  After Massive Bitcoin Hacking Scandal  Business ,1.0,0.0,Neutral
Rep. Jordan Invites Twitter CEO   to Testify Monday ,0.0,0.0,Neutral
 _Cyber  am subject to male posing as   &amp; his partner Ms. Corneil find ,0.21666666666666667,-0.08333333333333333,Negative
hahahahahhahahahaha   gonna make you pay to read shitposts like he thinks twitter is the new york times,0.45454545454545453,0.13636363636363635,Positive
"  is already a multibillionaire, what the fuck does he need more money for?",0.55,0.04999999999999999,Positive
  Says Twitter Feels  After Massive Bitcoin Hacking Scandal - Forbes\n,1.0,0.0,Neutral
CEO   reportedly revealed the plans drawn up by health chiefs in England.,0.0,0.0,Neutral
 i want to see  's toesies,0.0,0.0,Neutral
    Yeah I do because the moderators is what shapes the culture of both the p ,0.0,0.0,Neutral
  Says Twitter Feels  After Massive Bitcoin Hacking Scandal ,1.0,0.0,Neutral
  Says Twitter Feels  After Massive Bitcoin Hacking Scandal - Forbes  ,1.0,0.0,Neutral
"Today, CFO  sent a letter to to  , co-founder and CEO of Twitter in regards to the recent h ",0.25,0.0,Neutral
  Says Twitter Feels  After Massive Bitcoin Hacking Scandal  bitcoin,1.0,0.0,Neutral
"   doesn understand why people put up with his platform, or why they hate him.",0.9,-0.8,Negative
  Says Twitter Feels  After Massive Bitcoin Hacking Scandal \n\nREAD MORE ,0.75,0.25,Positive
  needs to pull his finger out of his arse and  fuckin email me back about my other account ,0.1875,-0.0625,Negative
All of you whenever someone tweets something funny\n\Kilikikiki this app shouldn't be free\\n\How is twitter still ,0.0,0.0,Neutral
  Says Twitter Feels  After Massive Bitcoin Hacking Scandal ,1.0,0.0,Neutral
 meditation team at its best.  ,0.3,1.0,Positive
_   does like his 'spicy' content.,0.0,0.0,Neutral
@_diluvian   onlyfans,0.0,0.0,Neutral
\We believe that the hearing would be incomplete without an examination of the practices and conduct of Twitter.\ ,0.0,0.0,Neutral
 Yet he doesn want to get rid of pedophiles on the site. I hate   so much.,0.55,-0.30000000000000004,Negative
" It may be like Pillowfort's pay for entry once, other than that, fuck   and his money grabbery",0.4875,-0.2625,Negative
 can believe this site is free. -  ,0.8,0.4,Positive
  should step down ,0.2888888888888889,-0.15555555555555559,Negative
"   you got this, bad guys wants to discredit the good job your are doing in Twitter company. Pull ",0.45555555555555555,0.06666666666666671,Positive
"He also apologized for the incident, in which accounts belonging to Joe Biden, Elon Musk and other public figures w ",0.22083333333333333,-0.0625,Negative
" , Noah Glass, Biz Stone, and Evan Williams KNOW WE Standing on  EVERYTHING  WE TWEET ABOUT",0.0,0.0,Neutral
  likes kids  ,0.0,0.0,Neutral
 reports that CEO   told analysts during an investors call that this year Twitter is likely to test i ,1.0,0.0,Neutral
  Says Twitter Feels 'Terrible' After Massive Bitcoin Hacking Scandal\n\nblockchain dlike cryptocurrency\n,1.0,-0.5,Negative
" .  want to make sure any new line of revenue is complementary to our advertising business,\ Dors ",0.6717171717171717,0.3181818181818182,Positive
forbes   says twitter feels  after massive bitcoin hacking scandal ,1.0,0.0,Neutral
"  ,more like joke ,okay I know it a shit joke,just like this goddamn subscription",0.6,0.26666666666666666,Positive
Twitter condones paedophilia. Is   another paedophile? Will the algorithm block my tweet. ,0.0,0.0,Neutral
  is exploring a way to get me to read more books. ,0.5,0.5,Positive
   ,0.0,0.0,Neutral
"After the Covid-19 pandemic has shattered advertising revenue, Twitter is trying to dream up new ways to diversify ",0.45454545454545453,0.13636363636363635,Positive
"  says Twitter is actively exploring additional ways to make money from its users, including through a su ",0.6,-0.13333333333333333,Negative
"Twitter is exploring extra ways to make money from its users, including by considering a subscription model after e ",0.1,0.0,Neutral
" every detail perfect and limit the number of details to perfect.   , co-founder of Twitter ThursdayThrive",1.0,1.0,Positive
 I may end up leaving the platform altogether if that happens...the only reason I even on here th ,1.0,0.0,Neutral
  reveals that Twitter  might have a subscription model \n\n will likely see some tests this year for ,1.0,0.0,Neutral
"_opinion_007  Actually,   is using his own money for this.  No one elses.\n\nBut you tried your best .",0.46666666666666673,0.5333333333333333,Positive
Twitter CEO   says he is considering asking users to pay for 'aspects' of the social network ,0.06666666666666667,0.03333333333333333,Positive
 He's a billionaire criminal and he still can't get enough.  Canada allows it.  Two tiered justice. ,0.525,-0.2,Negative
The year is 2024. I purchase my Daily Tweet from   for $1.99.\n\n\Hamilton really making my timeline look l ,0.1,0.1,Positive
  better UNexplore that shit,0.65,0.15,Positive
Read more about what Twitter's CEO   said\n,0.5,0.5,Positive
Don Worry... He will be a no show again \n\nRep. Jordan Invites Twitter CEO   to Testify Monday ,0.0,0.0,Neutral
  says Twitter is actively exploring additional ways to make money from its users...... ,0.6,-0.13333333333333333,Negative
"NEWS Following a drop in ad revenue, Twitter CEO   today told analysts that the social media company is ",0.08333333333333334,0.016666666666666666,Positive
  Don't do that. Can't we have one free thing for christ sake. When people say how is this app f ,0.8,0.4,Positive
"  says Twitter is actively exploring additional ways to make money from its users, including through a subscription model",0.6,-0.13333333333333333,Negative
Twitter explores subscription model CEO   says he is considering asking users to pay for 'aspects' of th ,0.0,0.0,Neutral
